First_Procedure_Code,amb_acute_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
E369||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X679||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||U212,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J092||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||H011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T439||Q222,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||X401||X401||X401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X731,5,X731,X731: Delivery of exclusively oral chemotherapy for neoplasm,X73,X73: Delivery of oral chemotherapy for neoplasm,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X741,1,X741,X741: Cancer hormonal treatment drugs Band 1,X74,X74: Other chemotherapy drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.7,Live
X821,3,X821,X821: Pulmonary arterial hypertension drugs Band 1,X82,X82: High cost hypertension drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X823,26,X823,X823: Pulmonary arterial hypertension drugs Band 3,X82,X82: High cost hypertension drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X831,18,X831,X831: Blood products Band 1,X83,X83: High cost other cardiovascular drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X832,1,X832,X832: Blood products Band 2,X83,X83: High cost other cardiovascular drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X833,191,X833,X833: Fibrinolytic drugs Band 1,X83,X83: High cost other cardiovascular drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X842,1,X842,X842: Pulmonary surfactant drugs Band 1,X84,X84: High cost respiratory drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.4,Live
X843,3,X843,X843: Mucolytic drugs Band 1,X84,X84: High cost respiratory drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.5,Live
X851,10,X851,X851: Torsion dystonias and other involuntary movements drugs Band 1,X85,X85: High cost neurology drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
Y701,2,Y701,Y701: Emergency operations NOC,Y70,Y70: Early operations NOC,"Y70-Y79, O48","Y70-Y79, O48: Staged procedures etc and minimal access approaches",Y,Y: Subsidiary Classification of Methods of Operation,4.2,Live
Z401,1,Z401,Z401: Pulmonary artery,Z40,Z40: Other vascular tissue,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z411,22,Z411,Z411: Kidney,Z41,Z41: Upper urinary tract,Z41-Z43,Z41-Z43: Urinary tract and male genital organs,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z413,17,Z413,Z413: Ureter NEC,Z41,Z41: Upper urinary tract,Z41-Z43,Z41-Z43: Urinary tract and male genital organs,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z421,12,Z421,Z421: Bladder NEC,Z42,Z42: Lower urinary tract,Z41-Z43,Z41-Z43: Urinary tract and male genital organs,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
X281||U548||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H303||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||U093,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X501||G435,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M382,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||A132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||Q433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X406||X406,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X501,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||F438,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||H259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E852||E856||E856||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||S152,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U133,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G351||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U372,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||E423,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T838,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||Q231,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M332,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Y419,1,Y419,Y419: Unspecified examination of organ NOC,Y41,Y41: Examination of organ NOC,Y01-Y44,Y01-Y44: Methods of operation not otherwise classifiable,Y,Y: Subsidiary Classification of Methods of Operation,4.2,Live
Y981,227,Y981,Y981: Radiology of one body area (or < 20 minutes),Y98,Y98: Radiology procedures,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Y982,41,Y982,Y982: Radiology of two body areas,Y98,Y98: Radiology procedures,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Y983,11,Y983,Y983: Radiology of three body areas (or 20-40 minutes),Y98,Y98: Radiology procedures,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Y985,3,Y985,Y985: Radiology of > 4 body areas (or > 40 minutes),Y98,Y98: Radiology procedures,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Y986,1,Y986,Y986: Mobile and or intraoperative procedures of any/all body areas,Y98,Y98: Radiology procedures,Y97-Y98,Y97-Y98: Radiology,Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Z342,2,Z342,Z342: Aortic arch,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z359,1,Z359,Z359: Cerebral artery NEC,Z35,Z35: Cerebral artery,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z361,1,Z361,Z361: Carotid artery NEC,Z36,Z36: Branch of thoracic aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z368,1,Z368,Z368: Specified branch of thoracic aorta NEC,Z36,Z36: Branch of thoracic aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
X529||U103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U354,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||T463,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||S471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U354,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G488,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G436,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M479,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||S571,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U202||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||S472,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U052,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G451,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G412||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G448||G448,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M094,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M478||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U201,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U331||F352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||P268,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U192||U192||U192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S571,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S574||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T462,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||L713,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U051,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||G459,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||F094,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||M472,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U212,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A841,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E371,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M274,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X831||M131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E369||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Z258,1,Z258,Z258: Specified mouth NEC,Z25,Z25: Mouth,"Z22-Z26, Z88","Z22-Z26, Z88: Respiratory tract and mouth",Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z571,1,Z571,Z571: Gluteus,Z57,Z57: Muscle of hip or thigh,Z52-Z62,Z52-Z62: Soft tissue,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z902,1,Z902,Z902: Hip NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z903,2,Z903,Z903: Upper leg NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z904,2,Z904,Z904: Lower leg NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z905,1,Z905,Z905: Foot NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z909,1,Z909,Z909: Leg region NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z915,1,Z915,Z915: Axillary vein,Z91,Z91: Other vein of upper body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z917,1,Z917,Z917: Jugular vein,Z91,Z91: Other vein of upper body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.9,Live
Z918,1,Z918,Z918: Specified vein of upper body NEC,Z91,Z91: Other vein of upper body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z921,10,Z921,Z921: Head NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z922,1,Z922,Z922: Face NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z923,6,Z923,Z923: Neck NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z924,10,Z924,Z924: Chest NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z926,30,Z926,Z926: Abdomen NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z941,48,Z941,Z941: Bilateral operation,Z94,Z94: Laterality of operation,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z942,25,Z942,Z942: Right sided operation,Z94,Z94: Laterality of operation,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z943,23,Z943,Z943: Left sided operation,Z94,Z94: Laterality of operation,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
M472||X503,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U211,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q014||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X921||X861,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U201,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||F093,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A843||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S478,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A132||A043,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U051,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||N062,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||G462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||T873,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q124||T463,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X708||F094,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X342||G462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||A841||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M136||M165,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X907,2,X907,X907: Myelodysplastic syndrome drugs Band 1,X90,X90: High cost haematology and nutrition drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.6,Live
X912,1,X912,X912: Metabolic disorder drugs Band 2,X91,X91: High cost metabolic drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X914,1,X914,X914: Metabolic disorder drugs Band 4,X91,X91: High cost metabolic drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
Y228,2,Y228,Y228: Other specified drainage of organ NOC,Y22,Y22: Drainage of organ NOC,Y01-Y44,Y01-Y44: Methods of operation not otherwise classifiable,Y,Y: Subsidiary Classification of Methods of Operation,4.2,Live
Y502,1,Y502,Y502: Laparotomy approach NEC,Y50,Y50: Approach through abdominal cavity,"Y45-Y53, Y68, Y77","Y45-Y53, Y68, Y77: Approach to organ",Y,Y: Subsidiary Classification of Methods of Operation,4.2,Live
Y532,7,Y532,Y532: Approach to organ under ultrasonic control,Y53,Y53: Approach to organ under image control,"Y45-Y53, Y68, Y77","Y45-Y53, Y68, Y77: Approach to organ",Y,Y: Subsidiary Classification of Methods of Operation,4.2,Live
Y534,4,Y534,Y534: Approach to organ under fluoroscopic control,Y53,Y53: Approach to organ under image control,"Y45-Y53, Y68, Y77","Y45-Y53, Y68, Y77: Approach to organ",Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Y751,1,Y751,Y751: Laparoscopically assisted approach to abdominal cavity,Y75,Y75: Minimal access to abdominal cavity,"Y70-Y79, O48","Y70-Y79, O48: Staged procedures etc and minimal access approaches",Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Y752,3,Y752,Y752: Laparoscopic approach to abdominal cavity NEC,Y75,Y75: Minimal access to abdominal cavity,"Y70-Y79, O48","Y70-Y79, O48: Staged procedures etc and minimal access approaches",Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
M479||L952,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||S571,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G521||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||A148,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||G345,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||S472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U055,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||M479,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L352||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||D078,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||S571,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||G434,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||G348,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||G451,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S065,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X522,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M131,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||U354,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G283||X904,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X292||U216,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M473,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U051,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||E852||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U133,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
