First_Procedure_Code,eol_broad_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
G475||G699,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W365||X715,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||H245||H159,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X823||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||X412||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M479||M471,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G152||G341,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U202||K358,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X907||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A838||A839,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475||D073,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||T873,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X903||M479||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H245||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X723||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L914||S132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||G437,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U081||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E859||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E063,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T461||G475||G478,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U297||E593,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H072||L912,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L913||G433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||H304,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||G475||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J749||J438,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||U212,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X729||X529,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||J131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W262,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||G345,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T462||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K561,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T461||T461||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||S571,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X831||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T423||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T838,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||A842||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U052,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X721||A542,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U208||U208,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X604||X522,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U354||X522||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||H229,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M764||M132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M492||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||E852,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||U133,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X659,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U202||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X581,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T452,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X714||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||U051,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U212,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
N306||U162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||G475||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G475||H259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G802||G801,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H443||H214,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||K636,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H112,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E064||E063,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M273,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||U071,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X704||L913,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||E852,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G169,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G478||U362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E423,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E253||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||N032,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U511||U542||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||T121,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||E545,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G473||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E852||E852||E852||E852||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E259||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||E063,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T411,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G559||G543,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X581||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U354||W365,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M131||L912,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||K653,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||N248,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M471||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E486,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||S576,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||N306,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X722||B321,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W396,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||Z282,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X721||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U354||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||X614,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M451,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||M292,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||H152,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M479||U051,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X292||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X833,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J749||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K635,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||M451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M293,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q171||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S472,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||X703||G675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X603||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X724||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E856||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||K611,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||G451,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E069||X711,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X341||H205,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||T462,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X729||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U212,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||L916,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||S132,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||L544,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T462||T462,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E492||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X368||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A707||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||E659||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||X603||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||X708,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W803,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X368||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X705||X724,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E851||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||G452,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G459||U201,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E369||G475||W901,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M473,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X421,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||U549||U549,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||A642,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H303||H157,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J741||J405,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||C893,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X368||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X505||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G151||G215,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||G438,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||U201||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||E854||X562,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M475||H245,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T413||E851||E851||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||W901,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||E491,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
N304||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S419,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G472||G472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||N328,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E259||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||M479||T462,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||G451,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||U212,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H626||H304,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G651||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X388||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||M479||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M423,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||T411,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J411||J406,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G169||X402,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||H443,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X339,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W253,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||T873,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X342||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||L713,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||U202,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||T462,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||H208,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||H104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||E851||E851,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K499,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||M459||M136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E064||D078,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||M479||T124||T132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||X711||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||T838,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X528||G459,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X404||X403||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||X375,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H443||H443,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K634||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U173,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U201||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X581||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E062||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E369||E426,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X711||L911,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L912||M131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G445||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T123,176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W191||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||E659,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Z980,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U052||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H074||T283,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G612,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||X403||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M455||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||L722,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G433,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X332,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||X336,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||L544,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||K606,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||G158,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X405||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X903||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H464||A559||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E051||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M479||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X703||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U208||K636,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||X404,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||H151,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||X703||L929,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L923,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||E852||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U202||U362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||U136,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X843||X843,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X333||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||S575,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U073||U073||U073,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||T461||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||H368,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G675||G675||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G169||G441,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W246,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X403||X403,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||A559||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U355,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T315,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||X501,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||G436,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E259||E369,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L703,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||E852,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||W236,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E251||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G674,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E352||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M471||X675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T432,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X508||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X702,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||H259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E499||E426,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H072||X904||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403,2641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||G675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||T873,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G699,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H626||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
