First_Procedure_Code,frail_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
E852||E852||S472,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T431,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||H259,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||N306,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||M479||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X528||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G441,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||U071,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X384||X384,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||L912,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||U052,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G341,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G458,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L914||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X674,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||X529||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M478||M473,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||U162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G342,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||E427,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G462,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||X603||X603,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X831||U201||X511,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||J406,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G475||U212,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||A841||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||X403,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||U212,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||M473,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E426||E426||E428,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T222||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H442||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G484||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X729||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H626||H259,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E859||M475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M479||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X382,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X522,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||T131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||U123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528,1213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E859||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||M492,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E369||G475,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T124||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"M47 ",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U208,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H303||U051,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J439||J393,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X362||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U091,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||X403||X403||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U212,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M382||M493,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X528||X528||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U195,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W242,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||P091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||J539,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||G436,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X333||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X823||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E852||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||S454,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H303||H275,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T462||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G441||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M473||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||G434,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M479||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||S414,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
P269||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||M473,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||G451,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U355||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L742,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K613,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E852||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||G345,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M474||W481,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U192,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||V255,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E855,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||X659,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||L714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
P268||M136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X498||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||H242,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E856||G475||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||T461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||G445,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G212||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||A841,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||G459,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T461||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X528||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U502,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X903||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||X529,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M779,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X522||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||L915,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E856||E852||E852||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U354,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U209,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||X603||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X405||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||L862,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X292,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||W986,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L741,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U136,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||G452,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M764,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||E851,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X833||U211,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||M473,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M478||U102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M493||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X861||X679,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||M479||U543,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U102,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X406||X406||M479||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L944||U202||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||D079,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G802||G445,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||X562,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X344||X344||M131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X892||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M473||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X861,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U542||U542,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E253,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U216,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H625||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||L915,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E852||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L743,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||U201,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||U051,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||H524,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M422||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X093,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U151,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||G459,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M473||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||M479||U508||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||E852||A847,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X833||U051,1167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U054,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M471||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||A842,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M493||M498,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U319||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T964,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||H221,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H207,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G802||H202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||M479,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||U212,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||M479||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G445,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A838||A839||A839||G475||A839,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G521||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L918,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M459||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
D072||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||U201||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||G475,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U114,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||T462,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||E852,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E093||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K751,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||U071,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||U212,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||X529,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||M479||L714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H443||A731,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U511||M479||U511,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U133,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A528||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||U542,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E879||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U548||U548||U548||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U542||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475||G475||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T462||T461||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T878,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X528||E253,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||G475,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X518||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||U201,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H259||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X495||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||E852||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||S411,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L912||M295,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||J382,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H443||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X921||G643||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T412||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U081,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L951,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||U212,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||E851,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X528||X528,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A735,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X342||X342,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X904,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||U548,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X404||X404,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||M479,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U198||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q124||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X905||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M479||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X511||X511||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||P268,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U136,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X659,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G441,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||X403||X403,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||E856,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||E852||E852||E852||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||K606,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||M479||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||X404,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U153,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||T203,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X406||X412,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||L914,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E368,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U215,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U052,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U072,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||G802,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M475,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||L631,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||U054,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||G674,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||W365,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||E852||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X404||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
