First_Procedure_Code,falls_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
Z942||W941,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W371,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W491,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W231,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T462||G434,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U051,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||U502||U502||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E852||T461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X395,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U508,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W461||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X831||S358,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||W281,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U052,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||U123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E852,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||U534||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X292,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||X904||X904||X904||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||V254,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H245||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K732||J218,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X481,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W371||W371,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||W461,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W461||W461,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U143,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X481,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J439||C515,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U136,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W461,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||W371,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||W246,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X892||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||W053,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||W053,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||C825,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U505||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||U502,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U508||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H229,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U534,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U054,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T462,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F053||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||W461,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||W901,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||W241,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W247,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U192||U212,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W242,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W371,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||M479||X403||X403||X403||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||A735,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X337||W664,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G475,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||B282,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W245,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X602||W654,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||W198,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U191||U114,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
P263||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U192||U131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U508||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K634,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U051,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||V404,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W471,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W247,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X604||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U354,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X481||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E856,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U297||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||M473,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W193,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473,1081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W241||U502,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W196,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W247,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U114,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H152,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U051,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U133,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E061||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L942,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W581,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X831||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U052,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X603||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||X404,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U211,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X482,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U518,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||W246,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W903,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||U202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W461,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H251,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W246,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||U534||U534||U534||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,300188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X603,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U549,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K601||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U212,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U508,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||W803,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U509||U509||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||X403||X403||X403||X403||X403||X403||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U548,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W381||W371,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W953,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T964,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U071,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W198,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W361,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||X503,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||B322,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U051,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A842||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U354||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||U054,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M474||W481,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W919,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||W246,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X604||V403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T965,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T462||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||V691,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||W262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U211,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||W941,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U508||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G473||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U503||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M474,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W381,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||W461,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X292,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||W986,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U136,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H259,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X502||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||S069,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X511,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L994||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L916,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U091||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W195,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W373,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L395,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U102,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T461||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||W931,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U054,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U534||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||X601,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A842,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W198,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S577,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M479||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W941,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||V468,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||W471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||W461,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X408||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||X401||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||W491,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||S472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E051||E659,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M471||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||A841||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U212,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U538||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||C751,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W214,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U508,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||U549,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U542,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U355,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W461,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X364||W941,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W778,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J439||U549,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U093,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W941,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X891||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
