Spell_Primary_Diagnosis,emergency_elderly_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
A282,5,A282,A282: Extraintestinal yersiniosis,A20-A28,A20-A28: Certain zoonotic bacterial diseases,A20-A28,A20-A28: Certain zoonotic bacterial diseases,A20-A28,A20-A28: Certain zoonotic bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A310,233,A310,A310: Pulmonary mycobacterial infection,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A311,6,A311,A311: Cutaneous mycobacterial infection,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A318,24,A318,A318: Other mycobacterial infections,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A319,47,A319,"A319: Mycobacterial infection, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A321,41,A321,A321: Listerial meningitis and meningoencephalitis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N030,1,N030,N030: Chronic nephritic syndrome: Minor glomerular abnormality,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N031,28,N031,N031: Chronic nephritic syndrome: Focal and segmental glomerular lesions,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N032,13,N032,N032: Chronic nephritic syndrome: Diffuse membranous glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N035,1,N035,N035: Chronic nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N036,1,N036,N036: Chronic nephritic syndrome: Dense deposit disease,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N037,1,N037,N037: Chronic nephritic syndrome: Diffuse crescentic glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N038,3,N038,N038: Chronic nephritic syndrome: Other,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N039,10,N039,N039: Chronic nephritic syndrome: Unspecified,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N040,75,N040,N040: Nephrotic syndrome: Minor glomerular abnormality,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N041,103,N041,N041: Nephrotic syndrome: Focal and segmental glomerular lesions,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N042,124,N042,N042: Nephrotic syndrome: Diffuse membranous glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N043,7,N043,N043: Nephrotic syndrome: Diffuse mesangial proliferative glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R931,332,R931,R931: Abnormal findings on diagnostic imaging of heart and coronary circulation,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R932,401,R932,R932: Abnormal findings on diagnostic imaging of liver and biliary tract,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R933,1038,R933,R933: Abnormal findings on diagnostic imaging of other parts of digestive tract,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R934,195,R934,R934: Abnormal findings on diagnostic imaging of urinary organs,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R935,456,R935,"R935: Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R936,90,R936,R936: Abnormal findings on diagnostic imaging of limbs,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R937,200,R937,R937: Abnormal findings on diagnostic imaging of other parts of musculoskeletal system,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A327,97,A327,A327: Listerial sepsis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A328,11,A328,A328: Other forms of listeriosis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A329,52,A329,"A329: Listeriosis, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A35X,25,A35X,A35X: Other tetanus,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A360,1,A360,A360: Pharyngeal diphtheria,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A361,1,A361,A361: Nasopharyngeal diphtheria,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A363,3,A363,A363: Cutaneous diphtheria,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A368,2,A368,A368: Other diphtheria,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A369,2,A369,"A369: Diphtheria, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A370,17,A370,A370: Whooping cough due to Bordetella pertussis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A379,16,A379,"A379: Whooping cough, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A38X,3,A38X,A38X: Scarlet fever,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N044,4,N044,N044: Nephrotic syndrome: Diffuse endocapillary proliferative glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N045,21,N045,N045: Nephrotic syndrome: Diffuse mesangiocapillary glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N046,3,N046,N046: Nephrotic syndrome: Dense deposit disease,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N047,5,N047,N047: Nephrotic syndrome: Diffuse crescentic glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N048,23,N048,N048: Nephrotic syndrome: Other,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N049,996,N049,N049: Nephrotic syndrome: Unspecified,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N050,17,N050,N050: Unspecified nephritic syndrome: Minor glomerular abnormality,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N051,28,N051,N051: Unspecified nephritic syndrome: Focal and segmental glomerular lesions,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N052,50,N052,N052: Unspecified nephritic syndrome: Diffuse membranous glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N053,1,N053,N053: Unspecified nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N055,17,N055,N055: Unspecified nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N056,1,N056,N056: Unspecified nephritic syndrome: Dense deposit disease,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,N00-N08,N00-N08: Glomerular diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R938,175,R938,R938: Abnormal findings on diagnostic imaging of other specified body structures,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R940,14,R940,R940: Abnormal results of function studies of central nervous system,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R941,2,R941,R941: Abnormal results of function studies of peripheral nervous system and special senses,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
