Spell_Primary_Diagnosis,eol_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
A394,14,A394,"A394: Meningococcaemia, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A398,6,A398,A398: Other meningococcal infections,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A399,1,A399,"A399: Meningococcal infection, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A400,197,A400,"A400: Sepsis due to streptococcus, group A",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A401,99,A401,"A401: Sepsis due to streptococcus, group B",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A402,86,A402,"A402: Sepsis due to streptococcus, group D",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A403,240,A403,A403: Sepsis due to Streptococcus pneumoniae,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A408,382,A408,A408: Other streptococcal sepsis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A409,134,A409,"A409: Streptococcal sepsis, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A410,827,A410,A410: Sepsis due to Staphylococcus aureus,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A411,473,A411,A411: Sepsis due to other specified staphylococcus,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A412,123,A412,A412: Sepsis due to unspecified staphylococcus,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A413,14,A413,A413: Sepsis due to Haemophilus influenzae,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A414,99,A414,A414: Sepsis due to anaerobes,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F300,1,F300,F300: Hypomania,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F302,1,F302,F302: Mania with psychotic symptoms,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F311,3,F311,"F311: Bipolar affective disorder, current episode manic without psychotic symptoms",F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F312,5,F312,"F312: Bipolar affective disorder, current episode manic with psychotic symptoms",F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F317,1,F317,"F317: Bipolar affective disorder, currently in remission",F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F319,17,F319,"F319: Bipolar affective disorder, unspecified",F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F321,3,F321,F321: Moderate depressive episode,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F322,11,F322,F322: Severe depressive episode without psychotic symptoms,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F323,12,F323,F323: Severe depressive episode with psychotic symptoms,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F819,2,F819,"F819: Developmental disorder of scholastic skills, unspecified",F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H251,1,H251,H251: Senile nuclear cataract,H25-H28,H25-H28: Disorders of lens,H25-H28,H25-H28: Disorders of lens,H25-H28,H25-H28: Disorders of lens,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H269,1,H269,"H269: Cataract, unspecified",H25-H28,H25-H28: Disorders of lens,H25-H28,H25-H28: Disorders of lens,H25-H28,H25-H28: Disorders of lens,7,VII,VII: Diseases of the eye and adnexa,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A415,4705,A415,A415: Sepsis due to other Gram-negative organisms,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A418,682,A418,A418: Other specified sepsis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A419,40159,A419,"A419: Sepsis, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A421,1,A421,A421: Abdominal actinomycosis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A427,1,A427,A427: Actinomycotic sepsis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C269,44,C269,C269: Malignant neoplasm: Ill-defined sites within the digestive system,C15-C26,C15-C26: Malignant neoplasms of digestive organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C300,15,C300,C300: Malignant neoplasm: Nasal cavity,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C310,21,C310,C310: Malignant neoplasm: Maxillary sinus,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C311,6,C311,C311: Malignant neoplasm: Ethmoidal sinus,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C313,1,C313,C313: Malignant neoplasm: Sphenoidal sinus,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4956,2,M4956,M4956: Collapsed vertebra in diseases classified elsewhere: Lumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T864,5,T864,T864: Liver transplant failure and rejection,T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A480,4,A480,A480: Gas gangrene,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A481,6,A481,A481: Legionnaires' disease,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A483,3,A483,A483: Toxic shock syndrome,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A490,68,A490,"A490: Staphylococcal infection, unspecified site",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A491,51,A491,"A491: Streptococcal infection, unspecified site",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A492,1,A492,"A492: Haemophilus influenzae infection, unspecified site",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A498,183,A498,A498: Other bacterial infections of unspecified site,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A499,50,A499,"A499: Bacterial infection, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A600,1,A600,A600: Herpesviral infection of genitalia and urogenital tract,A50-A64,A50-A64: Infections with a predominantly sexual mode of transmission,A50-A64,A50-A64: Infections with a predominantly sexual mode of transmission,A50-A64,A50-A64: Infections with a predominantly sexual mode of transmission,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F009,98,F009,"F009: Dementia in Alzheimer's disease, unspecified",F00-F09,"F00-F09: Organic, including symptomatic, mental disorders",F00-F09,"F00-F09: Organic, including symptomatic, mental disorders",F00-F09,"F00-F09: Organic, including symptomatic, mental disorders",5,V,V: Mental and behavioural disorders,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E113,10,E113,E113: Non-insulin-dependent diabetes mellitus: With ophthalmic complications,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E114,4,E114,E114: Non-insulin-dependent diabetes mellitus: With neurological complications,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E115,244,E115,E115: Non-insulin-dependent diabetes mellitus: With peripheral circulatory complications,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E116,291,E116,E116: Non-insulin-dependent diabetes mellitus: With other specified complications,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,E10-E14,E10-E14: Diabetes mellitus,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B49X,2,B49X,B49X: Unspecified mycosis,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B508,1,B508,B508: Other severe and complicated Plasmodium falciparum malaria,B50-B64,B50-B64: Protozoal diseases,B50-B64,B50-B64: Protozoal diseases,B50-B64,B50-B64: Protozoal diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
L511,3,L511,L511: Bullous erythema multiforme,L50-L54,L50-L54: Urticaria and erythema,L50-L54,L50-L54: Urticaria and erythema,L50-L54,L50-L54: Urticaria and erythema,12,XII,XII: Diseases of the skin and subcutaneous tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
L512,7,L512,L512: Toxic epidermal necrolysis [Lyell],L50-L54,L50-L54: Urticaria and erythema,L50-L54,L50-L54: Urticaria and erythema,L50-L54,L50-L54: Urticaria and erythema,12,XII,XII: Diseases of the skin and subcutaneous tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
L539,5,L539,"L539: Erythematous condition, unspecified",L50-L54,L50-L54: Urticaria and erythema,L50-L54,L50-L54: Urticaria and erythema,L50-L54,L50-L54: Urticaria and erythema,12,XII,XII: Diseases of the skin and subcutaneous tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
L721,6,L721,L721: Trichilemmal cyst,L60-L75,L60-L75: Disorders of skin appendages,L60-L75,L60-L75: Disorders of skin appendages,L60-L75,L60-L75: Disorders of skin appendages,12,XII,XII: Diseases of the skin and subcutaneous tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R448,1,R448,R448: Other and unspecified symptoms and signs involving general sensations and perceptions,R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",R40-R46,"R40-R46: Symptoms and signs involving cognition, perception, emotional state and behaviour",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
