Spell_Primary_Diagnosis,eol_broad_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
G444,49,G444,"G444: Drug-induced headache, not elsewhere classified",G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1199,1,M1199,"M1199: Crystal arthropathy, unspecified: Site unspecified",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M122,1,M122,M122: Villonodular synovitis (pigmented),M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1226,2,M1226,M1226: Villonodular synovitis (pigmented): Lower leg,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F83X,2,F83X,F83X: Mixed specific developmental disorders,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F840,33,F840,F840: Childhood autism,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F841,1,F841,F841: Atypical autism,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F842,5,F842,F842: Rett's syndrome,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F845,9,F845,F845: Asperger's syndrome,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F849,4,F849,"F849: Pervasive developmental disorder, unspecified",F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F89X,4,F89X,F89X: Unspecified disorder of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,F80-F89,F80-F89: Disorders of psychological development,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F900,10,F900,F900: Disturbance of activity and attention,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G448,87,G448,G448: Other specified headache syndromes,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G450,28,G450,G450: Vertebro-basilar artery syndrome,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N141,142,N141,"N141: Nephropathy induced by other drugs, medicaments and biological substances",N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N142,40,N142,"N142: Nephropathy induced by unspecified drug, medicament or biological substance",N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N143,3,N143,N143: Nephropathy induced by heavy metals,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N144,15,N144,"N144: Toxic nephropathy, not elsewhere classified",N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N150,2,N150,N150: Balkan nephropathy,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N151,438,N151,N151: Renal and perinephric abscess,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N158,41,N158,N158: Other specified renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N159,75,N159,"N159: Renal tubulo-interstitial disease, unspecified",N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2381,11,M2381,M2381: Other internal derangements of knee: Anterior cruciate ligament or Anterior horn of medial meniscus,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F908,1,F908,F908: Other hyperkinetic disorders,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F909,2,F909,"F909: Hyperkinetic disorder, unspecified",F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F911,8,F911,F911: Unsocialized conduct disorder,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,F90-F98: Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N328,6794,N328,N328: Other specified disorders of bladder,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N329,1014,N329,"N329: Bladder disorder, unspecified",N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N338,1,N338,N338: Bladder disorders in other diseases classified elsewhere,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N340,19,N340,N340: Urethral abscess,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N341,5,N341,N341: Nonspecific urethritis,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N342,60,N342,N342: Other urethritis,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N343,2,N343,"N343: Urethral syndrome, unspecified",N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2382,1,M2382,M2382: Other internal derangements of knee: Posterior cruciate ligament or Posterior horn of medial meniscus,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2383,4,M2383,M2383: Other internal derangements of knee: Medial collateral ligament or Other and unspecified medial meniscus,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2386,2,M2386,M2386: Other internal derangements of knee: Other and unspecified lateral meniscus,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2387,1,M2387,M2387: Other internal derangements of knee: Capsular ligament,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2389,6,M2389,M2389: Other internal derangements of knee: Unspecified ligament or Unspecified meniscus,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M240,1,M240,M240: Loose body in joint,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2401,2,M2401,M2401: Loose body in joint: Shoulder region,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2402,2,M2402,M2402: Loose body in joint: Upper arm,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2403,1,M2403,M2403: Loose body in joint: Forearm,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2405,1,M2405,M2405: Loose body in joint: Pelvic region and thigh,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M2407,1,M2407,M2407: Loose body in joint: Ankle and foot,M20-M25,M20-M25: Other joint disorders,M20-M25,M20-M25: Other joint disorders,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N350,9,N350,N350: Post-traumatic urethral stricture,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N358,67,N358,N358: Other urethral stricture,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N359,2816,N359,"N359: Urethral stricture, unspecified",N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N360,224,N360,N360: Urethral fistula,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N361,1,N361,N361: Urethral diverticulum,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N362,49,N362,N362: Urethral caruncle,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N363,3,N363,N363: Prolapsed urethral mucosa,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N368,260,N368,N368: Other specified disorders of urethra,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N369,40,N369,"N369: Urethral disorder, unspecified",N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N370,1,N370,N370: Urethritis in diseases classified elsewhere,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N378,1,N378,N378: Other urethral disorders in diseases classified elsewhere,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0686,1,M0686,M0686: Other specified rheumatoid arthritis: Lower leg,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
