Spell_Primary_Diagnosis,frail_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
S007,2069,S007,S007: Multiple superficial injuries of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S008,45106,S008,S008: Superficial injury of other parts of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S009,18151,S009,"S009: Superficial injury of head, part unspecified",S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S010,37630,S010,S010: Open wound of scalp,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S011,11097,S011,S011: Open wound of eyelid and periocular area,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4810,15,M4810,M4810: Ankylosing hyperostosis [Forestier]: Multiple sites in spine,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4812,18,M4812,M4812: Ankylosing hyperostosis [Forestier]: Cervical region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4814,10,M4814,M4814: Ankylosing hyperostosis [Forestier]: Thoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4815,4,M4815,M4815: Ankylosing hyperostosis [Forestier]: Thoracolumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4816,11,M4816,M4816: Ankylosing hyperostosis [Forestier]: Lumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4817,2,M4817,M4817: Ankylosing hyperostosis [Forestier]: Lumbosacral region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4819,2,M4819,M4819: Ankylosing hyperostosis [Forestier]: Site unspecified,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M482,1,M482,M482: Kissing spine,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4825,1,M4825,M4825: Kissing spine: Thoracolumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4826,2,M4826,M4826: Kissing spine: Lumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4829,1,M4829,M4829: Kissing spine: Site unspecified,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M483,1,M483,M483: Traumatic spondylopathy,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S012,6114,S012,S012: Open wound of nose,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S013,2995,S013,S013: Open wound of ear,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S014,2006,S014,S014: Open wound of cheek and temporomandibular area,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S015,4726,S015,S015: Open wound of lip and oral cavity,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S017,1763,S017,S017: Multiple open wounds of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S018,51274,S018,S018: Open wound of other parts of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S019,11449,S019,"S019: Open wound of head, part unspecified",S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J961,179,J961,J961: Chronic respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J9610,202,J9610,J9610: Chronic respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J9611,4035,J9611,J9611: Chronic respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
J9619,95,J9619,J9619: Chronic respiratory failure,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,J95-J99,J95-J99: Other diseases of the respiratory system,10,X,X: Diseases of the respiratory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4832,3,M4832,M4832: Traumatic spondylopathy: Cervical region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4833,1,M4833,M4833: Traumatic spondylopathy: Cervicothoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4834,1,M4834,M4834: Traumatic spondylopathy: Thoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4835,2,M4835,M4835: Traumatic spondylopathy: Thoracolumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4836,6,M4836,M4836: Traumatic spondylopathy: Lumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4838,6,M4838,M4838: Traumatic spondylopathy: Sacral and sacrococcygeal region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M484,31,M484,M484: Fatigue fracture of vertebra,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4840,181,M4840,M4840: Fatigue fracture of vertebra: Multiple sites in spine,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4841,1,M4841,M4841: Fatigue fracture of vertebra: Occipito-atlanto-axial region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4842,11,M4842,M4842: Fatigue fracture of vertebra: Cervical region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4843,1,M4843,M4843: Fatigue fracture of vertebra: Cervicothoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4844,313,M4844,M4844: Fatigue fracture of vertebra: Thoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4845,92,M4845,M4845: Fatigue fracture of vertebra: Thoracolumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4846,473,M4846,M4846: Fatigue fracture of vertebra: Lumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4847,43,M4847,M4847: Fatigue fracture of vertebra: Lumbosacral region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4848,562,M4848,M4848: Fatigue fracture of vertebra: Sacral and sacrococcygeal region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4849,2,M4849,M4849: Fatigue fracture of vertebra: Site unspecified,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M485,297,M485,"M485: Collapsed vertebra, not elsewhere classified",M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4850,1119,M4850,"M4850: Collapsed vertebra, not elsewhere classified: Multiple sites in spine",M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4851,3,M4851,"M4851: Collapsed vertebra, not elsewhere classified: Occipito-atlanto-axial region",M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4852,66,M4852,"M4852: Collapsed vertebra, not elsewhere classified: Cervical region",M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4853,18,M4853,"M4853: Collapsed vertebra, not elsewhere classified: Cervicothoracic region",M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4854,3256,M4854,"M4854: Collapsed vertebra, not elsewhere classified: Thoracic region",M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T834,1660,T834,"T834: Mechanical complication of other prosthetic devices, implants and grafts in genital tract",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T835,43094,T835,"T835: Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T836,764,T836,"T836: Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T838,8887,T838,"T838: Other complications of genitourinary prosthetic devices, implants and grafts",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T839,699,T839,"T839: Unspecified complication of genitourinary prosthetic device, implant and graft",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",T80-T88,"T80-T88: Complications of surgical and medical care, not elsewhere classified",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A410,10972,A410,A410: Sepsis due to Staphylococcus aureus,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
